Sample_ID,Cover_ID,Substrate_Name,Calculated_S1,Calculated_S2,Calculated_S3,Calculated_S4,New_Average
10309682,56150,Nutrient Indicator Algae,0,0,0,0,0
10309683,41795,Hard Coral,20,10,7.5,40,19.375
10309683,56152,Nutrient Indicator Algae,0,0,0,0,0
10309684,41796,Hard Coral,25,12.5,20,35,23.125
10309684,56154,Nutrient Indicator Algae,0,0,0,0,0
10309685,41793,Hard Coral,10,7.5,12.5,37.5,16.875
10309685,56151,Nutrient Indicator Algae,0,0,0,0,0
10309686,41794,Hard Coral,22.5,47.5,37.5,27.5,33.75
10309686,56153,Nutrient Indicator Algae,0,0,0,0,0
10309687,41797,Hard Coral,35,22.5,40,32.5,32.5
10309687,56155,Nutrient Indicator Algae,0,0,0,0,0
10309688,41800,Hard Coral,47.5,52.5,7.5,10,29.375
10309688,56158,Fleshy Seaweed,0,0,0,0,0
10309689,41798,Hard Coral,50,60,37.5,15,40.625
10309689,56156,Fleshy Seaweed,0,0,0,0,0
10309690,41799,Hard Coral,42.5,40,27.5,40,37.5
10309690,56157,Nutrient Indicator Algae,0,0,0,0,0
10309691,41801,Hard Coral,42.5,37.5,52.5,50,45.625
10309691,56159,Fleshy Seaweed,0,0,0,0,0
10309692,41802,Hard Coral,27.5,10,15,5,14.375
10309692,56160,Nutrient Indicator Algae,2.5,0,2.5,12.5,4.375
10309693,41807,Hard Coral,35,20,25,57.5,34.375
10309693,56164,Nutrient Indicator Algae,0,0,0,0,0
10309694,41803,Hard Coral,62.5,70,45,77.5,63.75
10309694,56161,Nutrient Indicator Algae,0,0,0,0,0
10309695,41804,Hard Coral,70,62.5,57.5,70,65
10309695,56163,Nutrient Indicator Algae,0,0,0,0,0
10309696,41806,Hard Coral,67.5,65,57.5,55,61.25
10309696,56165,Nutrient Indicator Algae,0,0,0,0,0
10309697,41808,Hard Coral,40,32.5,40,42.5,38.75
10309697,56166,Nutrient Indicator Algae,0,0,0,0,0
10309698,41805,Hard Coral,57.5,50,45,42.5,48.75
10309698,56162,Nutrient Indicator Algae,0,0,0,0,0
10309699,41810,Hard Coral,52.5,70,42.5,65,57.5
10309699,56168,Fleshy Seaweed,0,0,0,0,0
10309700,41809,Hard Coral,60,55,62.5,50,56.875
10309700,56167,Fleshy Seaweed,0,0,0,0,0
10309701,41811,Hard Coral,60,60,65,62.5,61.875
10309701,56169,Nutrient Indicator Algae,0,0,0,0,0
10309702,41812,Hard Coral,85,80,22.5,45,58.125
10309702,56170,Fleshy Seaweed,0,0,0,0,0
10309703,41813,Hard Coral,37.5,50,52.5,70,52.5
10309703,56171,Fleshy Seaweed,0,0,0,0,0
10309704,41814,Hard Coral,22.5,55,67.5,60,51.25
10309704,56172,Fleshy Seaweed,0,0,0,0,0
10309705,41816,Hard Coral,45,32.5,35,37.5,37.5
10309705,56176,Nutrient Indicator Algae,0,0,0,0,0
10309706,41821,Hard Coral,62.5,57.5,72.5,57.5,62.5
10309706,56179,Nutrient Indicator Algae,0,0,0,0,0
10309707,41815,Hard Coral,70,62.5,55,70,64.375
10309707,56174,Nutrient Indicator Algae,0,0,0,0,0
10309708,41818,Hard Coral,62.5,72.5,47.5,65,61.875
10309708,56173,Nutrient Indicator Algae,0,0,0,0,0
10309709,41820,Hard Coral,75,65,57.5,65,65.625
10309709,56177,Nutrient Indicator Algae,0,0,0,0,0
10309710,41819,Hard Coral,40,22.5,27.5,27.5,29.375
10309710,56180,Nutrient Indicator Algae,0,0,0,0,0
10309711,41822,Hard Coral,17.5,25,37.5,22.5,25.625
10309711,56178,Nutrient Indicator Algae,0,0,0,0,0
10309712,41817,Hard Coral,62.5,60,67.5,60,62.5
10309712,56175,Nutrient Indicator Algae,0,0,0,0,0
10309713,41824,Hard Coral,12.5,37.5,50,37.5,34.375
10309713,56182,Nutrient Indicator Algae,0,0,0,0,0
10309714,41823,Hard Coral,12.5,20,52.5,57.5,35.625
10309714,56181,Nutrient Indicator Algae,0,0,0,0,0
10309715,41825,Hard Coral,60,87.5,90,70,76.875
10309715,56183,Fleshy Seaweed,0,0,0,0,0
10309716,41831,Hard Coral,70,75,62.5,62.5,67.5
10309716,56189,Fleshy Seaweed,0,0,0,0,0
10309717,41829,Hard Coral,40,,30,37.5,35.83333333
10309717,56187,Nutrient Indicator Algae,0,,0,0,0
10309718,41827,Hard Coral,72.5,52.5,72.5,62.5,65
10309718,56184,Nutrient Indicator Algae,0,0,0,0,0
10309719,41828,Hard Coral,67.5,70,70,60,66.875
10309719,56186,Nutrient Indicator Algae,0,0,0,0,0
10309720,41830,Hard Coral,75,62.5,67.5,47.5,63.125
10309720,56188,Nutrient Indicator Algae,0,0,0,0,0
10309721,41826,Hard Coral,47.5,50,47.5,55,50
10309721,56185,Nutrient Indicator Algae,0,0,0,0,0
10309722,41832,Hard Coral,20,40,25,37.5,30.625
10309722,56190,Nutrient Indicator Algae,0,0,0,0,0
10309723,41833,Hard Coral,52.5,60,47.5,45,51.25
10309723,56191,Nutrient Indicator Algae,0,0,0,0,0
10309724,41834,Hard Coral,75,85,40,22.5,55.625
10309724,56192,Fleshy Seaweed,0,0,0,0,0
10309725,41837,Hard Coral,62.5,62.5,67.5,65,64.375
10309725,56195,Nutrient Indicator Algae,0,0,0,0,0
10309726,41839,Hard Coral,80,70,70,30,62.5
10309726,56197,Fleshy Seaweed,0,0,0,0,0
10309727,41835,Hard Coral,50,35,27.5,25,34.375
10309727,56193,Nutrient Indicator Algae,0,0,0,0,0
10309728,41838,Hard Coral,47.5,50,57.5,75,57.5
10309728,56196,Fleshy Seaweed,0,0,0,0,0
10309729,41836,Hard Coral,72.5,67.5,67.5,65,68.125
10309729,56194,Nutrient Indicator Algae,0,0,0,0,0
10309730,41842,Hard Coral,62.5,60,62.5,57.5,60.625
10309730,56200,Nutrient Indicator Algae,0,0,0,0,0
10309731,41847,Hard Coral,62.5,47.5,67.5,65,60.625
10309731,56201,Nutrient Indicator Algae,0,0,0,0,0
10309732,41848,Hard Coral,77.5,57.5,72.5,72.5,70
10309732,56206,Nutrient Indicator Algae,0,0,0,0,0
10309733,41840,Hard Coral,57.5,52.5,60,37.5,51.875
10309733,56198,Nutrient Indicator Algae,0,0,0,0,0
10309734,41843,Hard Coral,57.5,55,67.5,70,62.5
10309734,56202,Nutrient Indicator Algae,0,0,0,0,0
10309735,41841,Hard Coral,55,60,65,65,61.25
10309735,56199,Nutrient Indicator Algae,0,0,0,0,0
10309736,41845,Hard Coral,55,65,65,52.5,59.375
10309736,56203,Nutrient Indicator Algae,0,0,0,0,0
10309737,41844,Hard Coral,52.5,72.5,57.5,20,50.625
10309737,56204,Fleshy Seaweed,0,0,0,0,0
10309738,41846,Hard Coral,72.5,82.5,75,52.5,70.625
10309738,56205,Nutrient Indicator Algae,0,0,0,0,0
10309739,41853,Hard Coral,42.5,25,40,17.5,31.25
10309739,56212,Nutrient Indicator Algae,0,0,0,0,0
10309740,41849,Hard Coral,70,72.5,70,60,68.125
10309740,56207,Nutrient Indicator Algae,0,0,0,0,0
10309741,41851,Hard Coral,47.5,77.5,80,72.5,69.375
10309741,56210,Nutrient Indicator Algae,0,0,0,0,0
10309742,41852,Hard Coral,62.5,65,77.5,57.5,65.625
10309742,56209,Nutrient Indicator Algae,0,0,0,0,0
10309743,41850,Hard Coral,60,55,72.5,67.5,63.75
10309743,56208,Nutrient Indicator Algae,0,0,0,0,0
10309744,41854,Hard Coral,65,65,60,75,66.25
10309744,56211,Nutrient Indicator Algae,0,0,0,0,0
10309745,41855,Hard Coral,65,60,60,75,65
10309745,56213,Nutrient Indicator Algae,0,0,0,0,0
10309746,41859,Hard Coral,67.5,67.5,65,67.5,66.875
10309746,56215,Nutrient Indicator Algae,0,0,0,0,0
10309747,41857,Hard Coral,60,40,52.5,42.5,48.75
10309747,56216,Nutrient Indicator Algae,0,0,0,0,0
10309748,41858,Hard Coral,70,62.5,47.5,85,66.25
10309748,56217,Nutrient Indicator Algae,0,0,0,0,0
10309749,41856,Hard Coral,67.5,70,60,62.5,65
10309749,56214,Nutrient Indicator Algae,0,0,0,0,0
10309750,41860,Hard Coral,72.5,67.5,55,70,66.25
10309750,56218,Nutrient Indicator Algae,0,0,0,0,0
10309751,41861,Hard Coral,62.5,52.5,45,65,56.25
10309751,56219,Nutrient Indicator Algae,0,0,0,0,0
10309752,41863,Hard Coral,67.5,65,82.5,60,68.75
10309752,56221,Fleshy Seaweed,2.5,0,2.5,20,6.25
10309753,41862,Hard Coral,75,70,70,67.5,70.625
10309753,56220,Nutrient Indicator Algae,0,0,5,0,1.25
10309754,41866,Hard Coral,65,80,62.5,77.5,71.25
10309754,56222,Nutrient Indicator Algae,0,0,0,0,0
10309755,41865,Hard Coral,60,72.5,70,82.5,71.25
10309755,56224,Nutrient Indicator Algae,0,0,0,0,0
10309756,41864,Hard Coral,60,75,77.5,80,73.125
10309756,56223,Nutrient Indicator Algae,0,0,0,0,0
10309757,41871,Hard Coral,82.5,72.5,60,67.5,70.625
10309757,56230,Nutrient Indicator Algae,0,0,0,0,0
10309758,41874,Hard Coral,72.5,75,75,67.5,72.5
10309758,56232,Nutrient Indicator Algae,0,0,0,0,0
10309759,41873,Hard Coral,67.5,82.5,75,82.5,76.875
10309759,56229,Nutrient Indicator Algae,0,0,0,0,0
10309760,41870,Hard Coral,65,87.5,75,85,78.125
10309760,56231,Nutrient Indicator Algae,0,0,0,0,0
10309761,41869,Hard Coral,85,85,70,57.5,74.375
10309761,56227,Nutrient Indicator Algae,0,0,0,0,0
10309762,41868,Hard Coral,90,87.5,60,55,73.125
10309762,56228,Nutrient Indicator Algae,0,0,0,0,0
10309763,41867,Hard Coral,77.5,72.5,77.5,70,74.375
10309763,56225,Nutrient Indicator Algae,0,0,0,0,0
10309764,41872,Hard Coral,82.5,67.5,82.5,75,76.875
10309764,56226,Nutrient Indicator Algae,0,0,0,0,0
10309765,41875,Hard Coral,55,50,50,35,47.5
10309765,56233,Nutrient Indicator Algae,0,0,0,0,0
10309766,41877,Hard Coral,75,52.5,52.5,45,56.25
10309766,56235,Fleshy Seaweed,0,0,0,0,0
10309767,41876,Hard Coral,32.5,55,72.5,70,57.5
10309767,56234,Fleshy Seaweed,0,0,0,0,0
10309768,41878,Hard Coral,0,0,0,0,0
10309768,56237,Fleshy Seaweed,0,0,0,0,0
10309769,41880,Hard Coral,67.5,42.5,65,65,60
10309769,56238,Fleshy Seaweed,0,0,0,0,0
10309770,41881,Hard Coral,85,87.5,60,60,73.125
10309770,56239,Fleshy Seaweed,0,0,0,0,0
10309771,41879,Hard Coral,2.5,35,62.5,67.5,41.875
10309771,56236,Nutrient Indicator Algae,0,0,0,0,0
10309772,41882,Hard Coral,40,25,30,27.5,30.625
10309772,56240,Nutrient Indicator Algae,32.5,32.5,45,32.5,35.625
10309773,41883,Hard Coral,27.5,22.5,27.5,35,28.125
10309773,56241,Nutrient Indicator Algae,27.5,40,32.5,7.5,26.875
10309774,41884,Hard Coral,17.5,22.5,25,45,27.5
10309774,56242,Nutrient Indicator Algae,0,2.5,0,2.5,1.25
10309775,41885,Hard Coral,20,32.5,27.5,30,27.5
10309775,56243,Nutrient Indicator Algae,0,0,0,2.5,0.625
10309776,41893,Hard Coral,52.5,20,12.5,35,30
10309776,56251,Fleshy Seaweed,0,0,0,0,0
10309777,41890,Hard Coral,20,17.5,10,35,20.625
10309777,56248,Fleshy Seaweed,0,0,0,0,0
10309778,41898,Hard Coral,32.5,47.5,25,25,32.5
10309778,56256,Nutrient Indicator Algae,0,0,0,0,0
10309779,41895,Hard Coral,65,55,60,57.5,59.375
10309779,56254,Fleshy Seaweed,0,0,0,0,0
10309780,41897,Hard Coral,42.5,47.5,30,27.5,36.875
10309780,56252,Nutrient Indicator Algae,0,0,0,0,0
10309781,41886,Hard Coral,27.5,47.5,25,20,30
10309781,56244,Nutrient Indicator Algae,0,0,0,0,0
10309782,41887,Hard Coral,55,40,42.5,22.5,40
10309782,56245,Nutrient Indicator Algae,0,0,0,0,0
10309783,41892,Hard Coral,55,40,45,30,42.5
10309783,56250,Nutrient Indicator Algae,0,0,0,0,0
10309784,41889,Hard Coral,2.5,42.5,52.5,42.5,35
10309784,56247,Nutrient Indicator Algae,0,0,0,0,0
10309785,41888,Hard Coral,2.5,25,42.5,25,23.75
10309785,56246,Nutrient Indicator Algae,0,0,0,0,0
10309786,41894,Hard Coral,20,47.5,12.5,2.5,20.625
10309786,56253,Nutrient Indicator Algae,0,0,0,0,0
10309787,41896,Hard Coral,10,25,20,35,22.5
10309787,56255,Fleshy Seaweed,0,0,5,0,1.25
10309788,41891,Hard Coral,40,50,40,20,37.5
10309788,56249,Nutrient Indicator Algae,0,0,0,0,0
10309789,41899,Hard Coral,67.5,77.5,77.5,65,71.875
10309789,56258,Fleshy Seaweed,0,0,0,0,0
10309790,41900,Hard Coral,77.5,55,45,35,53.125
10309790,56257,Fleshy Seaweed,0,0,0,0,0
10309791,41901,Hard Coral,52.5,47.5,47.5,57.5,51.25
10309791,56259,Fleshy Seaweed,0,0,0,0,0
10309792,41905,Hard Coral,62.5,60,55,65,60.625
10309792,56263,Nutrient Indicator Algae,0,0,0,0,0
10309793,41902,Hard Coral,60,50,60,80,62.5
10309793,56260,Nutrient Indicator Algae,0,0,0,0,0
10309794,41903,Hard Coral,62.5,62.5,62.5,55,60.625
10309794,56261,Nutrient Indicator Algae,0,0,0,0,0
10309795,41906,Hard Coral,70,70,55,87.5,70.625
10309795,56264,Nutrient Indicator Algae,0,0,0,0,0
10309796,41904,Hard Coral,92.5,67.5,65,72.5,74.375
10309796,56262,Nutrient Indicator Algae,0,0,0,0,0
10309797,41907,Hard Coral,55,50,65,60,57.5
10309797,56265,Nutrient Indicator Algae,0,0,0,0,0
10309798,41912,Hard Coral,57.5,50,45,65,54.375
10309798,56269,Nutrient Indicator Algae,0,0,0,0,0
10309799,41914,Hard Coral,60,55,77.5,35,56.875
10309799,56272,Nutrient Indicator Algae,0,0,0,0,0
10309800,41911,Hard Coral,55,55,70,60,60
10309800,56270,Nutrient Indicator Algae,0,0,0,0,0
10309801,41913,Hard Coral,67.5,47.5,45,62.5,55.625
10309801,56271,Nutrient Indicator Algae,0,0,0,0,0
10309802,41910,Hard Coral,62.5,45,77.5,65,62.5
10309802,56266,Nutrient Indicator Algae,0,0,0,0,0
10309803,41909,Hard Coral,22.5,50,60,52.5,46.25
10309803,56268,Nutrient Indicator Algae,0,0,7.5,10,4.375
10309804,41908,Hard Coral,50,42.5,70,72.5,58.75
10309804,56267,Nutrient Indicator Algae,0,0,0,0,0
10309805,41917,Hard Coral,55,65,62.5,67.5,62.5
10309805,56275,Nutrient Indicator Algae,0,0,0,0,0
10309806,41916,Hard Coral,27.5,47.5,47.5,60,45.625
10309806,56274,Fleshy Seaweed,0,0,0,0,0
10309807,41915,Hard Coral,45,35,27.5,5,28.125
10309807,56273,Fleshy Seaweed,0,0,0,0,0
10309808,41922,Hard Coral,40,15,30,50,33.75
10309808,56280,Fleshy Seaweed,0,0,0,0,0
10309809,41919,Hard Coral,50,20,22.5,0,23.125
10309809,56276,Fleshy Seaweed,0,0,0,0,0
10309810,41918,Hard Coral,5,10,7.5,2.5,6.25
10309810,56277,Nutrient Indicator Algae,0,0,0,0,0
10309811,41921,Hard Coral,12.5,7.5,7.5,5,8.125
10309811,56278,Nutrient Indicator Algae,0,0,0,0,0
10309812,41920,Hard Coral,15,5,0,0,5
10309812,56279,Nutrient Indicator Algae,0,0,0,0,0
10309813,41925,Hard Coral,45,45,55,27.5,43.125
10309813,56282,Nutrient Indicator Algae,0,0,0,0,0
10309814,41924,Hard Coral,22.5,0,52.5,67.5,35.625
10309814,56283,Nutrient Indicator Algae,0,0,0,0,0
10309815,41923,Hard Coral,7.5,10,60,62.5,35
10309815,56281,Nutrient Indicator Algae,0,0,0,0,0
10309816,41926,Hard Coral,25,7.5,17.5,5,13.75
10309816,56284,Fleshy Seaweed,0,0,0,0,0
10309817,41927,Hard Coral,17.5,7.5,5,7.5,9.375
10309817,56285,Fleshy Seaweed,0,0,0,0,0
10309818,41928,Hard Coral,75,72.5,17.5,0,41.25
10309818,56286,Fleshy Seaweed,2.5,0,0,0,0.625
10309819,41929,Hard Coral,7.5,10,17.5,27.5,15.625
10309819,56287,Fleshy Seaweed,0,0,0,0,0
10309820,41932,Hard Coral,50,60,42.5,32.5,46.25
10309820,56291,Fleshy Seaweed,0,0,0,0,0
10309821,41933,Hard Coral,5,12.5,5,27.5,12.5
10309821,56290,Nutrient Indicator Algae,0,0,0,0,0
10309822,41930,Hard Coral,20,32.5,17.5,15,21.25
10309822,56288,Nutrient Indicator Algae,0,0,0,0,0
10309823,41931,Hard Coral,27.5,20,20,27.5,23.75
10309823,56289,Nutrient Indicator Algae,0,0,0,0,0
10309824,41934,Hard Coral,5,5,32.5,22.5,16.25
10309824,56292,Fleshy Seaweed,0,0,0,0,0
10309825,41936,Hard Coral,80,37.5,20,17.5,38.75
10309825,56295,Fleshy Seaweed,0,0,0,0,0
10309826,41938,Hard Coral,50,35,40,52.5,44.375
10309826,56294,Nutrient Indicator Algae,0,0,0,0,0
10309827,41935,Hard Coral,57.5,32.5,37.5,55,45.625
10309827,56293,Nutrient Indicator Algae,0,0,0,0,0
10309828,41937,Hard Coral,47.5,40,50,30,41.875
10309828,56296,Nutrient Indicator Algae,0,0,0,0,0
10309829,41940,Hard Coral,55,65,2.5,50,43.125
10309829,56299,Fleshy Seaweed,0,0,0,0,0
10309830,41939,Hard Coral,50,50,55,57.5,53.125
10309830,56297,Fleshy Seaweed,0,0,0,0,0
10309831,41941,Hard Coral,72.5,57.5,67.5,47.5,61.25
10309831,56298,Nutrient Indicator Algae,0,0,0,0,0
10309832,41944,Hard Coral,25,17.5,22.5,42.5,26.875
10309832,56302,Nutrient Indicator Algae,2.5,2.5,0,0,1.25
10309833,41943,Hard Coral,20,32.5,35,32.5,30
10309833,56301,Nutrient Indicator Algae,0,0,0,0,0
10309834,41942,Hard Coral,17.5,15,2.5,15,12.5
10309834,56300,Nutrient Indicator Algae,0,0,0,0,0
10309835,41945,Hard Coral,52.5,45,75,70,60.625
10309835,56303,Nutrient Indicator Algae,0,0,0,0,0
10309836,41949,Hard Coral,67.5,62.5,55,57.5,60.625
10309836,56308,Nutrient Indicator Algae,0,0,0,0,0
10309837,41952,Hard Coral,52.5,57.5,47.5,80,59.375
10309837,56309,Nutrient Indicator Algae,0,0,0,0,0
10309838,41947,Hard Coral,50,60,75,67.5,63.125
10309838,56306,Nutrient Indicator Algae,0,0,0,0,0
10309839,41946,Hard Coral,75,70,42.5,60,61.875
10309839,56304,Nutrient Indicator Algae,0,0,0,0,0
10309840,41950,Hard Coral,100,100,0,2.5,50.625
10309840,56310,Nutrient Indicator Algae,0,0,0,0,0
10309841,41948,Hard Coral,80,67.5,40,100,71.875
10309841,56307,Nutrient Indicator Algae,0,0,42.5,0,10.625
10309842,41954,Hard Coral,40,75,57.5,37.5,52.5
10309842,56312,Fleshy Seaweed,0,0,0,0,0
10309843,41953,Hard Coral,40,30,17.5,62.5,37.5
10309843,56311,Fleshy Seaweed,0,0,0,0,0
10309844,41951,Hard Coral,47.5,70,77.5,67.5,65.625
10309844,56305,Nutrient Indicator Algae,0,0,0,2.5,0.625
10309845,41957,Hard Coral,52.5,25,2.5,50,32.5
10309845,56315,Fleshy Seaweed,0,0,0,0,0
10309846,41955,Hard Coral,10,25,32.5,2.5,17.5
10309846,56313,Nutrient Indicator Algae,32.5,27.5,10,0,17.5
10309847,41956,Hard Coral,35,30,32.5,32.5,32.5
10309847,56314,Nutrient Indicator Algae,0,0,0,0,0
10309848,41966,Hard Coral,52.5,60,47.5,25,46.25
10309848,56324,Nutrient Indicator Algae,0,0,0,0,0
10309849,41959,Hard Coral,72.5,57.5,55,65,62.5
10309849,56317,Nutrient Indicator Algae,0,0,0,0,0
10309850,41962,Hard Coral,70,60,62.5,52.5,61.25
10309850,56318,Nutrient Indicator Algae,0,2.5,0,0,0.625
10309851,41965,Hard Coral,75,67.5,67.5,32.5,60.625
10309851,56323,Nutrient Indicator Algae,0,0,0,2.5,0.625
10309852,41961,Hard Coral,45,20,27.5,25,29.375
10309852,56319,Nutrient Indicator Algae,0,0,0,0,0
10309853,41967,Hard Coral,55,52.5,42.5,15,41.25
10309853,56325,Nutrient Indicator Algae,0,0,0,0,0
10309854,41963,Hard Coral,45,37.5,17.5,25,31.25
10309854,56320,Nutrient Indicator Algae,0,0,0,0,0
10309855,41960,Hard Coral,60,62.5,30,50,50.625
10309855,56322,Fleshy Seaweed,0,0,0,0,0
10309856,41958,Hard Coral,77.5,55,42.5,30,51.25
10309856,56316,Nutrient Indicator Algae,0,0,0,0,0
10309857,41964,Hard Coral,45,57.5,20,27.5,37.5
10309857,56321,Nutrient Indicator Algae,0,0,0,0,0
10309858,41968,Hard Coral,57.5,47.5,35,30,42.5
10309858,56326,Nutrient Indicator Algae,0,0,0,0,0
10309859,41969,Hard Coral,55,35,47.5,17.5,38.75
10309859,56327,Nutrient Indicator Algae,0,0,0,0,0
10309860,41970,Hard Coral,50,47.5,42.5,15,38.75
10309860,56329,Nutrient Indicator Algae,0,0,0,0,0
10309861,41971,Hard Coral,47.5,45,47.5,12.5,38.125
10309861,56328,Nutrient Indicator Algae,0,0,0,0,0
10309862,41972,Hard Coral,27.5,20,32.5,55,33.75
10309862,56330,Nutrient Indicator Algae,0,0,2.5,0,0.625
10309863,41973,Hard Coral,67.5,25,82.5,72.5,61.875
10309863,56331,Nutrient Indicator Algae,0,0,0,0,0
10309864,41974,Hard Coral,72.5,77.5,45,32.5,56.875
10309864,56332,Nutrient Indicator Algae,0,0,0,0,0
10309865,41975,Hard Coral,30,50,42.5,35,39.375
10309865,56333,Nutrient Indicator Algae,17.5,7.5,10,17.5,13.125
10309866,41977,Hard Coral,67.5,62.5,45,52.5,56.875
10309866,56335,Fleshy Seaweed,0,0,0,0,0
10309867,41976,Hard Coral,50,42.5,32.5,45,42.5
10309867,56334,Fleshy Seaweed,0,0,0,0,0
10309868,41978,Hard Coral,20,12.5,17.5,10,15
10309868,56336,Nutrient Indicator Algae,20,17.5,7.5,12.5,14.375
10309869,41979,Hard Coral,12.5,10,20,15,14.375
10309869,56337,Nutrient Indicator Algae,27.5,37.5,17.5,12.5,23.75
10309870,41980,Hard Coral,60,30,40,40,42.5
10309870,56338,Nutrient Indicator Algae,12.5,15,5,12.5,11.25
10309871,41983,Hard Coral,30,22.5,25,17.5,23.75
10309871,56340,Nutrient Indicator Algae,0,0,0,0,0
10309872,41985,Hard Coral,37.5,32.5,37.5,35,35.625
10309872,56344,Nutrient Indicator Algae,2.5,5,0,0,1.875
10309873,41981,Hard Coral,37.5,27.5,32.5,20,29.375
10309873,56339,Nutrient Indicator Algae,0,0,0,0,0
10309874,41982,Hard Coral,60,57.5,57.5,52.5,56.875
10309874,56341,Nutrient Indicator Algae,0,0,0,0,0
10309875,41987,Hard Coral,57.5,60,50,52.5,55
10309875,56345,Nutrient Indicator Algae,0,0,0,0,0
10309876,41988,Hard Coral,35,30,47.5,10,30.625
10309876,56346,Nutrient Indicator Algae,0,0,0,0,0
10309877,41984,Hard Coral,65,40,37.5,25,41.875
10309877,56342,Nutrient Indicator Algae,0,0,0,7.5,1.875
10309878,41986,Hard Coral,52.5,62.5,57.5,70,60.625
10309878,56343,Nutrient Indicator Algae,0,0,0,0,0
10309879,41991,Hard Coral,45,50,45,37.5,44.375
10309879,56349,Nutrient Indicator Algae,0,0,0,0,0
10309880,41990,Hard Coral,75,60,60,50,61.25
10309880,56348,Nutrient Indicator Algae,0,0,0,0,0
10309881,41989,Hard Coral,72.5,67.5,57.5,52.5,62.5
10309881,56347,Nutrient Indicator Algae,0,0,0,0,0
10309882,41993,Hard Coral,27.5,0,0,7.5,8.75
10309882,56353,Nutrient Indicator Algae,17.5,0,0,2.5,5
10309883,41995,Hard Coral,15,27.5,,,21.25
10309883,56352,Nutrient Indicator Algae,0,0,,,0
10309884,41994,Hard Coral,15,5,10,10,10
10309884,56351,Nutrient Indicator Algae,0,0,0,0,0
10309885,41992,Hard Coral,0,2.5,7.5,5,3.75
10309885,56350,Nutrient Indicator Algae,0,0,0,0,0
10309887,41996,Hard Coral,10,22.5,10,7.5,12.5
10309887,56354,Fleshy Seaweed,0,0,0,0,0
10309888,41997,Hard Coral,22.5,30,7.5,12.5,18.125
10309888,56355,Nutrient Indicator Algae,7.5,10,0,0,4.375
10309889,41998,Hard Coral,22.5,30,0,10,15.625
10309889,56356,Fleshy Seaweed,0,0,7.5,7.5,3.75
10309890,42000,Hard Coral,60,57.5,50,67.5,58.75
10309890,56358,Nutrient Indicator Algae,0,0,0,0,0
10309891,42001,Hard Coral,35,15,27.5,35,28.125
10309891,56357,Fleshy Seaweed,0,0,0,0,0
10309892,42006,Hard Coral,0,0,0,0,0
10309892,56364,Fleshy Seaweed,0,0,0,0,0
10309893,42005,Hard Coral,87.5,67.5,27.5,67.5,62.5
10309893,56363,Nutrient Indicator Algae,0,0,0,0,0
10309894,42004,Hard Coral,50,15,5,17.5,21.875
10309894,56362,Nutrient Indicator Algae,0,0,0,0,0
10309895,41999,Hard Coral,52.5,32.5,20,22.5,31.875
10309895,56361,Nutrient Indicator Algae,0,0,0,0,0
10309896,42003,Hard Coral,47.5,45,40,10,35.625
10309896,56360,Nutrient Indicator Algae,0,0,0,0,0
10309897,42002,Hard Coral,55,42.5,47.5,5,37.5
10309897,56359,Nutrient Indicator Algae,0,0,0,0,0
10309898,42008,Hard Coral,12.5,37.5,52.5,40,35.625
10309898,56366,Nutrient Indicator Algae,2.5,2.5,0,0,1.25
10309899,42007,Hard Coral,7.5,22.5,17.5,2.5,12.5
10309899,56365,Nutrient Indicator Algae,0,0,0,0,0
10309900,42009,Hard Coral,50,52.5,30,57.5,47.5
10309900,56368,Nutrient Indicator Algae,0,0,0,0,0
10309901,42010,Hard Coral,15,2.5,12.5,12.5,10.625
10309901,56367,Nutrient Indicator Algae,0,0,0,0,0
10309902,42012,Hard Coral,15,27.5,25,45,28.125
10309902,56369,Nutrient Indicator Algae,0,0,0,0,0
10309903,42011,Hard Coral,92.5,80,67.5,75,78.75
10309903,56370,Nutrient Indicator Algae,0,0,0,0,0
10309904,42017,Hard Coral,20,25,32.5,27.5,26.25
10309904,56375,Nutrient Indicator Algae,0,0,0,0,0
10309905,42013,Hard Coral,37.5,12.5,27.5,45,30.625
10309905,56371,Nutrient Indicator Algae,0,0,0,0,0
10309906,42014,Hard Coral,17.5,17.5,30,32.5,24.375
10309906,56372,Nutrient Indicator Algae,0,0,0,0,0
10309907,42015,Hard Coral,95,40,72.5,47.5,63.75
10309907,56373,Nutrient Indicator Algae,0,0,0,0,0
10309908,42016,Hard Coral,22.5,22.5,22.5,20,21.875
10309908,56374,Nutrient Indicator Algae,0,0,0,0,0
10309909,42018,Hard Coral,35,40,57.5,67.5,50
10309909,56376,Fleshy Seaweed,0,0,0,0,0
10309910,42019,Hard Coral,65,65,75,52.5,64.375
10309910,56377,Nutrient Indicator Algae,0,0,0,0,0
10309911,42021,Hard Coral,77.5,65,67.5,37.5,61.875
10309911,56380,Fleshy Seaweed,0,0,0,0,0
10309912,42020,Hard Coral,72.5,52.5,72.5,55,63.125
10309912,56378,Fleshy Seaweed,0,0,0,0,0
10309913,42022,Hard Coral,67.5,52.5,62.5,85,66.875
10309913,56379,Nutrient Indicator Algae,0,0,0,0,0
10309914,42023,Hard Coral,55,60,40,67.5,55.625
10309914,56381,Nutrient Indicator Algae,0,0,0,0,0
10309915,42028,Hard Coral,40,52.5,75,80,61.875
10309915,56384,Nutrient Indicator Algae,0,0,0,0,0
10309916,42027,Hard Coral,40,52.5,75,80,61.875
